Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES :  Szczecin (Poland),clay,header
23.01. 00:10,Campana Lee G.,0,1,3,,,,1,3,65%,39% (13/33),39% (7/18),54% (7/13),39% (15/38),44% (7/16),25% (2/8),5,39% (20/51),41% (22/54),40% (42/105),1,25% (2/8),25% (2/8),25% (4/16),"['1', '2']","['3', '5']",[],[],[],1.80
23.01. 00:10,Olivo R.,2,6,6,,,,2,3,70%,61% (23/38),56% (9/16),75% (6/8),61% (20/33),61% (11/18),46% (6/13),8,59% (32/54),61% (31/51),60% (63/105),6,75% (6/8),75% (6/8),75% (12/16),"['2', '0', '3', '1', '5', '1']","['1', '0', '5', '2', '6', '3']",[],[],[],1.94
22.01. 03:20,Campana Lee G.,2,6,6,,,,2,1,63%,65% (28/43),64% (16/25),100% (5/5),37% (17/46),57% (12/21),60% (3/5),5,65% (44/68),43% (29/67),54% (73/135),4,100% (9/9),30% (3/10),63% (12/19),"['2', '1']","['4', '3', '6', '3']",[],[],[],1.82
22.01. 03:20,Stodder T.,0,4,3,,,,6,2,69%,63% (29/46),43% (9/21),40% (2/5),35% (15/43),36% (9/25),0% (0/5),3,57% (38/67),35% (24/68),46% (62/135),1,70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],1.92
CHALLENGER MEN - SINGLES :  Buenos Aires 3 (Argentina) - Qualification,clay,header
CHALLENGER MEN - SINGLES :  Buenos Aires (Argentina) - Qualification,clay,header
07.01. 21:15,Campana Lee G.,0,5,1,,,,0,3,52%,44% (16/36),39% (13/33),30% (3/10),43% (17/40),39% (7/18),60% (3/5),5,42% (29/69),41% (24/58),42% (53/127),2,30% (3/10),33% (3/9),32% (6/19),"['2', '0', '3', '1', '4', '2']",[],[],[],[],1.41
07.01. 21:15,Huertas Del Pino A.,2,7,6,,,,0,2,69%,58% (23/40),61% (11/18),40% (2/5),56% (20/36),61% (20/33),70% (7/10),7,59% (34/58),58% (40/69),58% (74/127),5,67% (6/9),70% (7/10),68% (13/19),"['1', '2', '2', '3', '3', '4', '6', '5']","['1', '0', '4', '1', '6', '1']",[],[],[],2.75
CHALLENGER MEN - SINGLES :  Maspalomas (Spain),clay,header
29.11.2023,Campana Lee G.,1,6,4,3,,,3,5,64%,68% (44/65),43% (16/37),75% (9/12),26% (14/54),41% (16/39),40% (2/5),5,59% (60/102),32% (30/93),46% (90/195),3,79% (11/14),13% (2/15),45% (13/29),"['2', '1']","['1', '0']",[],[],[],3.82
29.11.2023,Misolic F.,2,4,6,6,,,3,2,58%,74% (40/54),59% (23/39),60% (3/5),32% (21/65),57% (21/37),25% (3/12),9,68% (63/93),41% (42/102),54% (105/195),3,87% (13/15),21% (3/14),55% (16/29),[],"['3', '3', '6', '4']","['3', '1']",[],[],1.24
27.11.2023,Campana Lee G.,2,4,6,6,,,3,4,60%,66% (33/50),55% (18/33),50% (3/6),39% (19/49),61% (19/31),67% (6/9),5,61% (51/83),48% (38/80),55% (89/163),4,77% (10/13),46% (6/13),62% (16/26),"['1', '0']","['1', '0', '3', '0', '6', '1']","['2', '0', '5', '3']",[],[],1.47
27.11.2023,Giustino L.,1,6,1,3,,,4,4,61%,61% (30/49),39% (12/31),33% (3/9),34% (17/50),45% (15/33),50% (3/6),5,53% (42/80),39% (32/83),45% (74/163),2,54% (7/13),23% (3/13),38% (10/26),"['1', '1', '6', '4']",[],"['1', '2']",[],[],2.57
CHALLENGER MEN - SINGLES :  Montevideo (Uruguay) - Qualification,clay,header
13.11.2023,Campana Lee G.,0,2,3,,,,0,3,61%,52% (14/27),41% (7/17),44% (4/9),27% (9/33),36% (5/14),100% (2/2),7,48% (21/44),30% (14/47),38% (35/91),2,38% (3/8),22% (2/9),29% (5/17),"['2', '5']","['1', '2']",[],[],[],2.15
13.11.2023,Dellien Velasco M. A.,2,6,6,,,,0,0,70%,73% (24/33),64% (9/14),0% (0/2),48% (13/27),59% (10/17),56% (5/9),7,70% (33/47),52% (23/44),62% (56/91),3,78% (7/9),63% (5/8),71% (12/17),"['2', '0', '5', '1', '6', '2']","['2', '0', '5', '3']",[],[],[],1.66
12.11.2023,Campana Lee G.,2,6,6,,,,0,4,76%,67% (34/51),63% (10/16),100% (4/4),26% (10/39),62% (8/13),67% (2/3),6,66% (44/67),35% (18/52),52% (62/119),3,100% (10/10),22% (2/9),63% (12/19),"['2', '0']","['3', '2']",[],[],[],1.70
12.11.2023,Buse I.,0,3,4,,,,0,0,75%,74% (29/39),38% (5/13),33% (1/3),33% (17/51),38% (6/16),0% (0/4),4,65% (34/52),34% (23/67),48% (57/119),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.08
CHALLENGER MEN - SINGLES :  Lima 2 (Peru) - Qualification,clay,header
05.11.2023,Campana Lee G.,0,3,2,,,,0,5,68%,62% (24/39),39% (7/18),50% (4/8),21% (7/33),33% (4/12),0% (0/3),4,54% (31/57),24% (11/45),41% (42/102),1,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],1.65
05.11.2023,Mejia N.,2,6,6,,,,1,1,73%,79% (26/33),67% (8/12),100% (3/3),38% (15/39),61% (11/18),50% (4/8),6,76% (34/45),46% (26/57),59% (60/102),5,100% (8/8),44% (4/9),71% (12/17),"['4', '3', '6', '3']","['4', '2', '6', '2']",[],[],[],2.17
CHALLENGER MEN - SINGLES :  Guayaquil (Ecuador),clay,header
31.10.2023,Campana Lee G.,1,0,7,1,,,0,3,54%,35% (12/34),41% (12/29),18% (2/11),44% (27/62),48% (10/21),63% (5/8),5,38% (24/63),45% (37/83),42% (61/146),2,25% (3/12),38% (5/13),32% (8/25),[],"['1', '0', '4', '3', '5', '4', '6', '5']","['1', '4']",[],[],4.01
31.10.2023,Coria F.,2,6,5,6,,,4,2,75%,56% (35/62),52% (11/21),38% (3/8),65% (22/34),59% (17/29),82% (9/11),8,55% (46/83),62% (39/63),58% (85/146),6,62% (8/13),75% (9/12),68% (17/25),"['2', '0', '4', '0', '6', '0']","['1', '1', '4', '4', '5', '5']","['2', '0', '4', '0', '5', '1']",[],[],1.22
CHALLENGER MEN - SINGLES :  Guayaquil (Ecuador) - Qualification,clay,header
30.10.2023,Campana Lee G.,2,6,6,,,,1,4,67%,72% (28/39),58% (11/19),0% (0/2),47% (18/38),58% (7/12),80% (4/5),8,67% (39/58),50% (25/50),59% (64/108),3,80% (8/10),44% (4/9),63% (12/19),"['1', '1', '4', '2']","['1', '0', '4', '1']",[],[],[],1.51
30.10.2023,Zanellato N.,0,3,4,,,,1,1,76%,53% (20/38),42% (5/12),20% (1/5),28% (11/39),42% (8/19),100% (2/2),5,50% (25/50),33% (19/58),41% (44/108),2,56% (5/9),20% (2/10),37% (7/19),"['1', '0']","['2', '4']",[],[],[],2.46
29.10.2023,Campana Lee G.,2,6,6,,,,0,2,55%,88% (21/24),60% (12/20),0% (0/0),55% (11/20),52% (12/23),57% (4/7),10,75% (33/44),53% (23/43),64% (56/87),7,100% (8/8),57% (4/7),80% (12/15),"['3', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.09
29.10.2023,Arias B.,0,3,0,,,,0,1,47%,45% (9/20),48% (11/23),43% (3/7),13% (3/24),40% (8/20),0% (0/0),4,47% (20/43),25% (11/44),36% (31/87),1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],6.51
CHALLENGER MEN - SINGLES :  Lisbon (Portugal),clay,header
04.10.2023,Campana Lee G.,1,7,2,3,,,4,6,53%,73% (36/49),39% (17/44),64% (9/14),32% (18/56),44% (17/39),25% (2/8),4,57% (53/93),37% (35/95),47% (88/188),2,67% (10/15),14% (2/14),41% (12/29),"['7', '5']","['1', '1']",[],[],[],2.68
04.10.2023,Krutykh O.,2,5,6,6,,,2,5,59%,68% (38/56),56% (22/39),75% (6/8),27% (13/49),61% (27/44),36% (5/14),7,63% (60/95),43% (40/93),53% (100/188),3,86% (12/14),33% (5/15),59% (17/29),[],"['1', '0', '2', '1', '5', '2']","['2', '1', '6', '3']",[],[],1.39
CHALLENGER MEN - SINGLES :  Braga (Portugal),clay,header
28.09.2023,Campana Lee G.,0,2,2,,,,0,8,53%,54% (14/26),22% (5/23),25% (2/8),40% (10/25),38% (8/21),67% (2/3),4,39% (19/49),39% (18/46),39% (37/95),1,25% (2/8),25% (2/8),25% (4/16),[],"['1', '2', '2', '3']",[],[],[],2.27
28.09.2023,Roca Batalla O.,2,6,6,,,,4,2,54%,60% (15/25),62% (13/21),33% (1/3),46% (12/26),78% (18/23),75% (6/8),8,61% (28/46),61% (30/49),61% (58/95),4,75% (6/8),75% (6/8),75% (12/16),"['3', '1', '6', '2']","['2', '0', '3', '1', '4', '2', '6', '2']",[],[],[],1.59
26.09.2023,Campana Lee G.,2,6,6,,,,2,4,55%,70% (19/27),55% (12/22),75% (3/4),46% (11/24),79% (11/14),63% (5/8),6,63% (31/49),58% (22/38),61% (53/87),7,88% (7/8),71% (5/7),80% (12/15),"['2', '0', '4', '2', '6', '2']","['2', '0', '5', '1']",[],[],[],1.87
26.09.2023,Domingues J.,0,2,1,,,,2,2,63%,54% (13/24),21% (3/14),38% (3/8),30% (8/27),45% (10/22),25% (1/4),4,42% (16/38),37% (18/49),39% (34/87),2,29% (2/7),13% (1/8),20% (3/15),"['1', '2']",[],[],[],[],1.86
CHALLENGER MEN - SINGLES :  Como (Italy),clay,header
29.08.2023,Campana Lee G.,1,6,4,0,,,5,4,58%,61% (30/49),40% (14/35),62% (8/13),28% (16/57),60% (18/30),25% (2/8),6,52% (44/84),39% (34/87),46% (78/171),3,62% (8/13),17% (2/12),40% (10/25),"['4', '2']","['1', '0']",[],[],[],3.29
29.08.2023,Fognini F.,2,3,6,6,,,3,6,66%,72% (41/57),40% (12/30),75% (6/8),39% (19/49),60% (21/35),38% (5/13),10,61% (53/87),48% (40/84),54% (93/171),8,83% (10/12),38% (5/13),60% (15/25),[],"['2', '2', '6', '4']","['2', '0', '4', '0', '6', '0']",[],[],1.31
ITF MEN - SINGLES :  M25 Lesa (Italy),clay,header
24.08.2023,Campana Lee G.,1,6,2,5,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '2', '1', '4', '3', '6', '3']","['1', '3', '2', '4']","['2', '1', '4', '3']",[],[],1.23
24.08.2023,La Vela G.,2,3,6,7,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '2', '2']","['1', '0', '3', '0', '4', '1', '5', '2']","['3', '3', '5', '5', '7', '5']",[],[],3.83
22.08.2023,Campana Lee G.,2,6,7,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '1', '4', '1']","['3', '4', '6', '5']",[],[],[],1.04
22.08.2023,Pozzani N.,0,2,5,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['3', '1']",[],[],[],9.25
CHALLENGER MEN - SINGLES :  Meerbusch (Germany),clay,header
08.08.2023,Campana Lee G.,1,6,5,1,,,2,5,54%,53% (30/57),46% (22/48),61% (11/18),33% (15/45),60% (24/40),50% (5/10),8,50% (52/105),46% (39/85),48% (91/190),4,50% (7/14),38% (5/13),44% (12/27),"['2', '0', '4', '0', '6', '2']","['4', '4', '5', '5']",[],[],[],2.57
08.08.2023,Onclin G.,2,2,7,6,,,0,3,53%,67% (30/45),40% (16/40),50% (5/10),47% (27/57),54% (26/48),39% (7/18),7,54% (46/85),50% (53/105),52% (99/190),6,62% (8/13),50% (7/14),56% (15/27),"['1', '4']","['4', '3', '5', '4', '6', '5']","['2', '1', '4', '1', '6', '1']",[],[],1.47
CHALLENGER MEN - SINGLES :  Liberec (Czech Republic),clay,header
06.08.2023,Campana Lee G.,0,1,5,,,,0,1,62%,53% (17/32),45% (9/20),17% (1/6),26% (9/34),50% (11/22),50% (1/2),6,50% (26/52),36% (20/56),43% (46/108),2,50% (5/10),11% (1/9),32% (6/19),[],"['4', '5']",[],[],[],1.93
06.08.2023,Kodat T.,2,6,7,,,,6,2,61%,74% (25/34),50% (11/22),50% (1/2),47% (15/32),55% (11/20),83% (5/6),8,64% (36/56),50% (26/52),57% (62/108),4,89% (8/9),50% (5/10),68% (13/19),"['1', '0', '3', '0', '6', '1']","['5', '3', '7', '5']",[],[],[],1.83
04.08.2023,Campana Lee G.,2,6,6^5,6,,,0,6,56%,68% (47/69),54% (29/54),67% (6/9),43% (37/86),38% (6/16),38% (5/13),6,62% (76/123),42% (43/102),53% (119/225),4,81% (13/16),33% (5/15),58% (18/31),"['4', '2']","['1', '4', '3', '4']","['2', '0', '6', '4']",[],[],1.96
04.08.2023,Casanova H.,1,3,7^7,4,,,0,1,84%,57% (49/86),63% (10/16),62% (8/13),32% (22/69),46% (25/54),33% (3/9),5,58% (59/102),38% (47/123),47% (106/225),4,67% (10/15),19% (3/16),42% (13/31),[],"['2', '0', '4', '0']","['2', '3']",[],[],1.80
03.08.2023,Campana Lee G.,1,7,0,,,,0,2,48%,63% (15/24),62% (16/26),88% (7/8),40% (8/20),53% (10/19),67% (2/3),5,62% (31/50),46% (18/39),55% (49/89),2,83% (5/6),33% (2/6),58% (7/12),"['2', '2', '7', '5']",[],[],[],[],3.92
03.08.2023,Machac T.,0,5,0,,,,1,1,51%,60% (12/20),47% (9/19),33% (1/3),38% (9/24),38% (10/26),13% (1/8),4,54% (21/39),38% (19/50),45% (40/89),2,67% (4/6),17% (1/6),42% (5/12),"['2', '1']",[],[],[],[],1.23
02.08.2023,Campana Lee G.,2,6,3,6,,,2,4,62%,70% (32/46),61% (17/28),25% (1/4),33% (18/54),46% (21/46),40% (4/10),6,66% (49/74),39% (39/100),51% (88/174),5,79% (11/14),27% (4/15),52% (15/29),"['3', '2']",[],"['2', '4', '4', '4', '6', '4']",[],[],2.12
02.08.2023,Serdarusic N.,1,4,6,4,,,12,1,54%,67% (36/54),54% (25/46),60% (6/10),30% (14/46),39% (11/28),75% (3/4),7,61% (61/100),34% (25/74),49% (86/174),4,73% (11/15),21% (3/14),48% (14/29),[],"['4', '2']","['2', '1', '4', '1']",[],[],1.68
ITF MEN - SINGLES :  M25 Kramsach (Austria),clay,header
30.07.2023,Campana Lee G.,0,2,2,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.59
30.07.2023,Ivanovski K.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],2.25
29.07.2023,Campana Lee G.,2,7^7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.89
29.07.2023,Crawford O.,0,6^4,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.82
28.07.2023,Campana Lee G.,2,4,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.55
28.07.2023,Rosol L.,1,6,4,3,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],2.33
27.07.2023,Campana Lee G.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.72
27.07.2023,Forejtek J.,0,0,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],2.01
25.07.2023,Campana Lee G.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.37
25.07.2023,Otegui J. B.,0,4,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],2.99
ITF MEN - SINGLES :  M25 Telfs (Austria),clay,header
ITF MEN - SINGLES :  M25 Anseong (South Korea),clay,header
CHALLENGER MEN - SINGLES :  Skopje (North Macedonia),clay,header
25.05.2023,Campana Lee G.,0,4,2,,,,1,3,58%,54% (21/39),61% (17/28),67% (6/9),21% (6/29),39% (12/31),0% (0/6),5,57% (38/67),30% (18/60),44% (56/127),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.31
25.05.2023,Donskoy E.,2,6,6,,,,1,0,48%,79% (23/29),61% (19/31),100% (6/6),46% (18/39),39% (11/28),33% (3/9),7,70% (42/60),43% (29/67),56% (71/127),3,100% (9/9),33% (3/9),67% (12/18),"['2', '1']","['1', '0', '5', '2']",[],[],[],1.62
24.05.2023,Campana Lee G.,2,7^7,4,6,,,1,2,61%,76% (37/49),58% (18/31),0% (0/4),39% (21/54),49% (18/37),42% (5/12),8,69% (55/80),43% (39/91),55% (94/171),3,73% (11/15),33% (5/15),53% (16/30),"['1', '1', '4', '2']","['1', '0']","['2', '1', '5', '2']",[],[],2.96
24.05.2023,Fatic N.,1,6^1,6,2,,,6,4,59%,61% (33/54),51% (19/37),58% (7/12),24% (12/49),42% (13/31),100% (4/4),9,57% (52/91),31% (25/80),45% (77/171),5,67% (10/15),27% (4/15),47% (14/30),"['1', '0', '3', '4']","['4', '4', '6', '4']",[],[],[],1.37
22.05.2023,Campana Lee G.,2,6,6,,,,2,4,51%,65% (17/26),64% (16/25),0% (0/2),44% (11/25),64% (16/25),71% (5/7),6,65% (33/51),54% (27/50),59% (60/101),4,78% (7/9),63% (5/8),71% (12/17),"['2', '0', '4', '2', '5', '3']","['1', '0', '4', '1']",[],[],[],2.15
22.05.2023,Dutra Da Silva D.,0,3,2,,,,1,5,50%,56% (14/25),36% (9/25),29% (2/7),35% (9/26),36% (9/25),100% (2/2),4,46% (23/50),35% (18/51),41% (41/101),2,38% (3/8),22% (2/9),29% (5/17),"['1', '2', '3', '4']",[],[],[],[],1.66
CHALLENGER MEN - SINGLES :  Oeiras 4 (Portugal),clay,header
17.05.2023,Campana Lee G.,1,4,6,3,,,5,7,50%,72% (39/54),48% (26/54),64% (7/11),31% (15/48),43% (20/47),22% (2/9),6,60% (65/108),37% (35/95),49% (100/203),2,73% (11/15),14% (2/14),45% (13/29),[],"['6', '4']","['3', '3']",[],[],3.88
17.05.2023,Vukic A.,2,6,4,6,,,6,1,51%,69% (33/48),57% (27/47),78% (7/9),28% (15/54),52% (28/54),36% (4/11),6,63% (60/95),40% (43/108),51% (103/203),3,86% (12/14),27% (4/15),55% (16/29),"['3', '2']",[],"['1', '0', '4', '3', '6', '3']",[],[],1.23
16.05.2023,Campana Lee G.,2,6,6,,,,5,0,75%,78% (28/36),67% (8/12),0% (0/0),36% (12/33),64% (9/14),60% (3/5),11,75% (36/48),45% (21/47),60% (57/95),3,100% (9/9),38% (3/8),71% (12/17),"['5', '3']","['2', '1', '5', '2']",[],[],[],4.64
16.05.2023,Guinard M.,0,3,2,,,,3,3,70%,64% (21/33),36% (5/14),40% (2/5),22% (8/36),33% (4/12),0% (0/0),4,55% (26/47),25% (12/48),40% (38/95),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.17
ITF MEN - SINGLES :  M25 Sabadell (Spain),clay,header
03.05.2023,Campana Lee G.,0,3,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '2', '4']","['1', '4']",[],[],[],2.67
03.05.2023,Rocha H.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '2', '1', '4', '1', '6', '3']","['2', '0', '4', '0', '5', '1']",[],[],[],1.43
CHALLENGER MEN - SINGLES :  Murcia (Spain),clay,header
03.04.2023,Campana Lee G.,1,5,6,5,,,8,3,62%,73% (43/59),44% (16/36),58% (7/12),31% (24/77),54% (19/35),25% (4/16),13,62% (59/95),38% (43/112),49% (102/207),4,71% (12/17),24% (4/17),47% (16/34),[],"['3', '1', '5', '1', '6', '4']","['5', '3']",[],[],2.91
03.04.2023,Dutra Da Silva D.,2,7,4,7,,,11,2,69%,69% (53/77),46% (16/35),75% (12/16),27% (16/59),56% (20/36),42% (5/12),7,62% (69/112),38% (36/95),51% (105/207),4,76% (13/17),29% (5/17),53% (18/34),"['6', '5']","['2', '5', '4', '5']","['4', '5', '6', '5']",[],[],1.38
CHALLENGER MEN - SINGLES :  Girona (Spain),clay,header
28.03.2023,Campana Lee G.,0,3,6^2,,,,2,4,66%,58% (30/52),33% (9/27),50% (5/10),39% (19/49),48% (13/27),38% (3/8),5,49% (39/79),42% (32/76),46% (71/155),3,55% (6/11),30% (3/10),43% (9/21),"['2', '2']","['4', '5', '6', '5']",[],[],[],9.30
28.03.2023,Martinez P.,2,6,7^7,,,,0,1,64%,61% (30/49),52% (14/27),63% (5/8),42% (22/52),67% (18/27),50% (5/10),9,58% (44/76),51% (40/79),54% (84/155),3,70% (7/10),45% (5/11),57% (12/21),"['1', '0', '3', '2', '6', '3']","['5', '3', '6', '6']",[],[],[],1.04
ITF MEN - SINGLES :  M15 Antalya 8 (Turkey),clay,header
ITF MEN - SINGLES :  M15 Antalya 7 (Turkey),clay,header
ITF MEN - SINGLES :  M15 Monastir 8 (Tunisia),hard,header
ITF MEN - SINGLES :  M15 Monastir 7 (Tunisia),hard,header
ITF MEN - SINGLES :  M15 Monastir 6 (Tunisia),hard,header
BOYS - SINGLES :  US Open (USA),hard,header
08.09.2022,Campana Lee G.,0,5,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['5', '5']","['4', '4']",[],[],[],0
08.09.2022,Vallejo D.,2,7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '3', '6', '5']","['4', '3', '5', '4']",[],[],[],0
07.09.2022,Campana Lee G.,2,6,7^7,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '1', '6', '4']","['5', '5']",[],[],[],0
07.09.2022,Sakamoto R.,0,4,6^5,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '4']","['5', '4']",[],[],[],0
05.09.2022,Campana Lee G.,2,3,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '4']","['2', '0', '6', '2']","['2', '0', '4', '0']",[],[],0
05.09.2022,Basile A.,1,6,2,3,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '4', '0']",[],"['2', '5']",[],[],0
BOYS - SINGLES :  Wimbledon (United Kingdom),grass,header
03.07.2022,Campana Lee G.,0,2,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],0
03.07.2022,Landaluce M.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '1', '6', '2']","['4', '2']",[],[],[],0
BOYS - SINGLES :  French Open (France),clay,header
29.05.2022,Campana Lee G.,1,6,1,4,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '2', '1']",[],[],[],[],0
29.05.2022,Zheng M.,2,4,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1']","['3', '1', '5', '1']","['5', '4']",[],[],0
ITF MEN - SINGLES :  M15 Marrakech 2 (Morocco),clay,header
ITF MEN - SINGLES :  M15 Marrakech (Morocco),clay,header
BOYS - SINGLES :  Australian Open (Australia),hard,header
22.01.2022,Campana Lee G.,0,3,2,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '4']",[],[],[],[],0
22.01.2022,Kim A.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '2', '5', '3']","['1', '0', '4', '1']",[],[],[],0
